po_number,supplier_id,supplier_name,order_date,expected_delivery_date,actual_delivery_date,status,item_description,quantity,unit_price,subtotal,tax_rate,tax_amount,total_amount,currency,on_time_delivery,payment_terms,shipping_method,created_by,quality_rating,political_risk_rating,trade_risk_rating,natural_disaster_risk_rating,delivery_rating,response_time_rating,overall_rating,rating_comments
PO11442,SUP1325,Quantum Manufacturing,2025-02-05,2025-02-10,,Cancelled,generic drugs - industrial grade,307.0,4151.01,1274360.07,0.18,229384.81,1503744.88,INR,,Due on Receipt,Road Transport,Priya Sharma,3.78,2.6,3.8,6.1,3.38,3.59,3.58,Delivery delays affected production
PO11443,SUP1080,Advanced Products,2025-01-23,2025-02-01,,Cancelled,Supply of bed linens,132.0,14477.72,1911059.04,0.18,343990.63,2255049.67,INR,,Due on Receipt,Rail,Anita Desai,2.93,4.8,3.1,4.7,3.7,3.14,3.26,Product quality inconsistent
PO11444,SUP1260,Advanced Exports,2025-11-14,2025-11-25,2025-11-29,Delivered,Standard order: hydraulic pumps,375.0,25210.56,9453960.0,0.18,1701712.8,11155672.8,INR,No,Net 60,Road Transport,Nikhil Shah,2.9,2.8,2.6,4.5,2.87,4.96,3.58,Quality issues noted on inspection
PO11445,SUP1148,Titan Industries,2025-04-01,2025-04-18,2025-04-27,Completed,Order for dairy products,372.0,24350.12,9058244.64,0.18,1630484.04,10688728.68,INR,No,Net 90,Sea Freight,Pooja Kapoor,3.81,4.5,1.7,3.6,3.53,3.75,3.7,Delayed shipment
PO11446,SUP1391,Apex Technologies,2025-09-08,2025-09-28,2025-10-04,Delivered,Procurement of cooking oils,48.0,34944.66,1677343.68,0.18,301921.86,1979265.54,INR,No,Net 45,Sea Freight,Priya Sharma,4.76,2.8,4.3,4.4,2.09,4.55,3.8,Below expected quality standards
PO11447,SUP1131,United Works,2024-11-29,2024-12-19,,Cancelled,Bulk order of power supplies,422.0,45626.0,19254172.0,0.18,3465750.96,22719922.96,INR,,Net 15,Air Freight,Rohan Das,4.51,2.1,2.6,4.0,3.88,4.24,4.21,Exceeds quality standards
PO11448,SUP1049,Frontier Exports,2025-04-21,2025-04-29,,Cancelled,Purchase of knitted goods,97.0,18327.59,1777776.23,0.18,319999.72,2097775.95,INR,,Net 60,Road Transport,Vikram Singh,4.4,5.2,2.6,1.9,3.48,3.76,3.88,Some quality concerns
PO11449,SUP1022,Universal International,2025-11-22,2025-12-11,,Pending,Supply of polymers,139.0,44599.03,6199265.17,0.18,1115867.73,7315132.9,INR,,Net 60,Road Transport,Arjun Mehta,4.01,1.8,1.1,4.3,4.32,4.67,4.33,"Smooth transaction, good quality"
PO11450,SUP1217,Apex Group,2025-07-27,2025-08-08,2025-08-13,Completed,Standard order: lighting systems,129.0,43535.59,5616091.11,0.18,1010896.4,6626987.51,INR,No,Net 60,Road Transport,Amit Patel,3.55,5.7,2.6,5.3,2.9,4.92,3.79,Delivery delays affected production
PO11451,SUP1320,Precision Group,2025-05-01,2025-05-20,2025-05-22,Delivered,beverages - industrial grade,159.0,26214.8,4168153.2,0.18,750267.58,4918420.78,INR,No,Due on Receipt,Rail,Sanjay Gupta,4.64,3.9,1.3,6.7,3.56,3.65,3.95,Quality issues noted on inspection
PO11452,SUP1203,United Pvt Ltd,2025-05-19,2025-05-26,2025-05-23,Completed,Order for instant foods,102.0,32618.95,3327132.9,0.18,598883.92,3926016.82,INR,Yes,Net 15,Sea Freight,Pooja Kapoor,3.46,4.5,2.0,5.5,4.9,3.92,4.09,Consistently meets expectations
PO11453,SUP1231,Nexus Technologies,2025-05-23,2025-06-07,,Cancelled,Standard order: lathes,190.0,42654.96,8104442.4,0.18,1458799.63,9563242.03,INR,,Net 60,Sea Freight,Rohan Das,3.55,1.7,1.5,5.4,3.82,4.78,4.05,Exceeds quality standards
PO11454,SUP1104,Advanced Products,2025-09-24,2025-10-04,,Cancelled,Bulk order of industrial fabrics,250.0,25631.61,6407902.5,0.18,1153422.45,7561324.95,INR,,Net 30,Sea Freight,Vikram Singh,4.08,3.6,2.3,5.6,3.18,3.55,3.6,Delayed shipment
PO11455,SUP1279,Beta Solutions,2025-07-29,2025-08-08,2025-08-09,Completed,Standard order: tires,463.0,1807.96,837085.48,0.18,150675.39,987760.87,INR,No,Net 90,Road Transport,Pooja Kapoor,3.29,4.4,3.5,5.3,2.53,4.19,3.34,Needs improvement in delivery time
PO11456,SUP1432,Stellar Exports,2025-01-05,2025-01-22,,Pending,Procurement of suspension parts,377.0,18944.79,7142185.83,0.18,1285593.45,8427779.28,INR,,Net 60,Sea Freight,Anita Desai,3.45,3.5,2.8,4.9,4.07,4.5,4.01,Consistently meets expectations
PO11457,SUP1300,Pioneer Limited,2024-12-12,2024-12-20,,Cancelled,Procurement of antibiotics,77.0,35892.15,2763695.55,0.18,497465.2,3261160.75,INR,,Net 60,Express Courier,Meera Iyer,3.62,3.2,2.6,1.9,4.22,3.34,3.73,Below expected quality standards
PO11458,SUP1378,Orion Traders,2025-09-27,2025-10-12,2025-10-09,Completed,Purchase of spices,214.0,5761.69,1233001.66,0.18,221940.3,1454941.96,INR,Yes,Net 90,Air Freight,Amit Patel,3.32,4.2,3.7,6.6,4.08,4.79,4.06,Consistently meets expectations
PO11459,SUP1133,Alpha India,2024-12-04,2024-12-13,2024-12-20,Delivered,Procurement of dyes,267.0,42554.21,11361974.07,0.18,2045155.33,13407129.4,INR,No,Net 45,Rail,Rahul Verma,3.65,2.3,3.3,5.9,3.84,3.17,3.55,Below expected quality standards
PO11460,SUP1412,Vanguard Pvt Ltd,2025-02-01,2025-02-20,,Cancelled,Order for exhaust systems,284.0,16447.56,4671107.04,0.18,840799.27,5511906.31,INR,,Net 30,Air Freight,Priya Sharma,3.93,2.5,1.1,5.0,3.25,4.65,3.94,Quality control issues
PO11461,SUP1004,Premier Systems,2025-05-07,2025-05-26,2025-05-24,Completed,pain relievers for production,361.0,18262.35,6592708.35,0.18,1186687.5,7779395.85,INR,Yes,Net 45,Express Courier,Rahul Verma,3.82,3.8,2.8,2.1,4.84,4.98,4.55,"Smooth transaction, good quality"
PO11462,SUP1355,Strategic Company,2025-03-31,2025-04-17,,Cancelled,Bulk order of LED displays,74.0,36078.93,2669840.82,0.18,480571.35,3150412.17,INR,,Net 45,Road Transport,Deepika Nair,4.83,5.4,1.6,5.7,3.71,4.04,4.19,Professional and responsive
PO11463,SUP1138,Vertex Group,2025-09-10,2025-09-20,2025-09-25,Completed,Order for cotton fabrics,208.0,34236.32,7121154.56,0.18,1281807.82,8402962.38,INR,No,Net 90,Rail,Kavita Joshi,4.05,2.6,2.5,4.5,3.03,4.56,3.88,Quality issues noted on inspection
PO11464,SUP1003,Imperial Manufacturing,2025-05-21,2025-06-02,2025-06-03,Completed,Purchase of steering systems,187.0,4790.28,895782.36,0.18,161240.82,1057023.18,INR,No,Net 90,Express Courier,Arjun Mehta,3.24,4.5,3.5,4.9,2.31,3.89,3.15,Some quality concerns
PO11465,SUP1172,United India,2025-11-19,2025-11-26,,Cancelled,Procurement of plumbing fixtures,181.0,35617.76,6446814.56,0.18,1160426.62,7607241.18,INR,,Net 90,Sea Freight,Rahul Verma,4.13,4.0,4.1,5.1,4.01,4.35,4.16,Dependable and quality-focused
PO11466,SUP1143,Frontier Systems,2024-12-03,2024-12-18,,Pending,Supply of condiments,361.0,21473.81,7752045.41,0.18,1395368.17,9147413.58,INR,,Net 90,Rail,Nikhil Shah,3.24,4.5,2.0,2.5,3.76,3.69,3.56,Product quality inconsistent
PO11467,SUP1127,Pinnacle Corporation,2025-05-07,2025-05-18,,Pending,Bulk order of steel bars,4.0,34582.07,138328.28,0.18,24899.09,163227.37,INR,,Due on Receipt,Air Freight,Anita Desai,4.92,4.4,2.3,2.6,3.43,3.52,3.96,Below expected quality standards
PO11468,SUP1236,Pioneer Systems,2024-12-04,2024-12-15,2024-12-17,Delivered,CNC machines - industrial grade,284.0,21444.06,6090113.04,0.18,1096220.35,7186333.39,INR,No,Net 90,Road Transport,Sneha Reddy,4.18,4.5,4.7,7.0,2.44,3.3,3.31,Quality issues noted on inspection
PO11469,SUP1170,Prime Exports,2025-05-18,2025-05-29,2025-05-29,Delivered,Standard order: cotton fabrics,283.0,42091.29,11911835.07,0.18,2144130.31,14055965.38,INR,Yes,Net 30,Rail,Amit Patel,4.89,2.5,1.3,2.8,4.03,4.13,4.35,Good communication and service
PO11470,SUP1356,Excellence Works,2025-05-29,2025-06-15,,Pending,Supply of bed linens,235.0,42833.38,10065844.3,0.18,1811851.97,11877696.27,INR,,Net 45,Rail,Priya Sharma,3.03,3.4,1.8,3.0,3.9,3.53,3.49,Late delivery impacted schedule
PO11471,SUP1014,Vanguard Products,2025-09-20,2025-10-07,,Cancelled,Bulk order of resins,92.0,34718.97,3194145.24,0.18,574946.14,3769091.38,INR,,Net 30,Express Courier,Rajesh Kumar,4.36,3.2,2.4,4.7,3.75,3.9,4.0,"High quality products, reliable supplier"
PO11472,SUP1132,Alpha Limited,2025-02-06,2025-02-23,2025-02-23,Completed,Procurement of finished garments,79.0,3463.23,273595.17,0.18,49247.13,322842.3,INR,Yes,Due on Receipt,Air Freight,Pooja Kapoor,3.9,4.6,1.3,5.7,4.52,4.78,4.4,Professional and responsive
PO11473,SUP1213,Quantum Pvt Ltd,2025-04-24,2025-05-10,2025-05-19,Completed,towels for production,251.0,35013.95,8788501.45,0.18,1581930.26,10370431.71,INR,No,Net 60,Air Freight,Sneha Reddy,4.29,2.6,3.0,4.1,2.45,4.86,3.87,Needs improvement in delivery time
PO11474,SUP1245,Global Limited,2025-06-14,2025-06-30,2025-06-27,Completed,Order for processors,407.0,8448.51,3438543.57,0.18,618937.84,4057481.41,INR,Yes,Net 30,Sea Freight,Rohan Das,4.09,3.7,3.9,2.6,4.18,4.52,4.26,Excellent quality and timely delivery
PO11475,SUP1213,Quantum Pvt Ltd,2024-12-16,2025-01-01,2025-01-06,Delivered,Procurement of upholstery fabrics,255.0,33603.35,8568854.25,0.18,1542393.76,10111248.01,INR,No,Net 30,Express Courier,Pooja Kapoor,4.49,2.9,3.1,4.2,2.44,4.72,3.88,Quality issues noted on inspection
PO11476,SUP1409,Imperial Group,2025-01-29,2025-02-03,2025-02-08,Completed,Supply of scaffolding,192.0,44996.49,8639326.08,0.18,1555078.69,10194404.77,INR,No,Net 30,Road Transport,Sneha Reddy,3.19,3.9,3.6,4.1,3.75,3.64,3.53,Needs improvement in delivery time
PO11477,SUP1013,Atlas Supplies,2025-08-19,2025-09-07,,Pending,Bulk order of tiles,288.0,22792.76,6564314.88,0.18,1181576.68,7745891.56,INR,,Net 45,Sea Freight,Nikhil Shah,3.09,3.9,4.3,6.1,3.32,4.65,3.69,Communication could be improved
PO11478,SUP1440,Heritage Works,2024-12-28,2025-01-17,,Cancelled,brake systems - industrial grade,255.0,16502.37,4208104.35,0.18,757458.78,4965563.13,INR,,Net 15,Express Courier,Rajesh Kumar,2.93,3.0,4.2,2.4,4.4,3.83,3.72,Below expected quality standards
PO11479,SUP1239,Dynamic Solutions,2025-01-14,2025-01-26,,Pending,Order for tea,234.0,11661.42,2728772.28,0.18,491179.01,3219951.29,INR,,Net 30,Sea Freight,Deepika Nair,3.7,3.2,2.2,2.4,3.1,4.24,3.68,Some quality concerns
PO11480,SUP1372,Omega Products,2025-03-19,2025-03-27,,Pending,Order for solvents,179.0,38176.69,6833627.51,0.18,1230052.95,8063680.46,INR,,Net 45,Sea Freight,Pooja Kapoor,3.78,4.8,2.8,3.0,4.47,4.31,4.19,"High quality products, reliable supplier"
PO11481,SUP1242,Beta Solutions,2025-03-20,2025-04-08,,Cancelled,Standard order: smartphones,32.0,1808.41,57869.12,0.18,10416.44,68285.56,INR,,Net 15,Sea Freight,Rahul Verma,3.24,5.0,2.9,3.0,3.9,2.85,3.33,Communication could be improved
PO11482,SUP1390,Metro Exports,2025-08-24,2025-08-30,2025-08-29,Completed,Order for generators,145.0,6845.76,992635.2,0.18,178674.34,1171309.54,INR,Yes,Due on Receipt,Sea Freight,Deepika Nair,3.69,2.3,3.5,3.7,4.49,4.0,4.06,Consistently meets expectations
PO11483,SUP1425,Premier International,2025-08-26,2025-09-04,2025-09-09,Completed,home textiles - industrial grade,398.0,11847.97,4715492.06,0.18,848788.57,5564280.63,INR,No,Due on Receipt,Air Freight,Kavita Joshi,3.69,4.2,1.2,5.1,2.83,4.04,3.52,Late delivery impacted schedule
PO11484,SUP1389,Innovative Technologies,2025-10-10,2025-10-19,2025-10-19,Completed,Procurement of nutraceuticals,484.0,16919.35,8188965.4,0.18,1474013.77,9662979.17,INR,Yes,Net 90,Express Courier,Vikram Singh,4.48,3.7,3.7,5.5,4.24,3.78,4.17,Professional and responsive
PO11485,SUP1163,Atlas Pvt Ltd,2025-04-12,2025-04-23,,Cancelled,capsules for production,31.0,42716.76,1324219.56,0.18,238359.52,1562579.08,INR,,Due on Receipt,Air Freight,Kavita Joshi,4.48,4.0,2.6,6.9,4.38,3.9,4.25,"High quality products, reliable supplier"
PO11486,SUP1227,Global Enterprises,2025-06-08,2025-06-15,2025-06-15,Completed,Bulk order of polyester yarn,177.0,48079.46,8510064.42,0.18,1531811.6,10041876.02,INR,Yes,Net 15,Rail,Amit Patel,3.05,2.7,1.9,4.1,4.07,2.92,3.35,Late delivery impacted schedule
PO11487,SUP1219,Advanced India,2025-08-18,2025-08-26,2025-09-05,Delivered,Supply of cameras,445.0,41969.16,18676276.2,0.18,3361729.72,22038005.92,INR,No,Net 90,Rail,Sanjay Gupta,4.14,3.4,1.5,2.2,2.57,4.79,3.83,Quality issues noted on inspection
PO11488,SUP1340,Vertex Manufacturing,2025-01-14,2025-01-24,2025-01-27,Delivered,Purchase of compressors,370.0,28435.3,10521061.0,0.18,1893790.98,12414851.98,INR,No,Net 60,Express Courier,Anita Desai,4.34,3.8,4.0,6.4,2.63,3.86,3.61,Needs improvement in delivery time
PO11489,SUP1408,International Pvt Ltd,2025-06-20,2025-07-05,2025-07-03,Delivered,conveyor systems for production,203.0,47905.82,9724881.46,0.18,1750478.66,11475360.12,INR,Yes,Net 30,Rail,Rajesh Kumar,2.93,1.4,4.1,4.7,4.82,3.51,3.75,Delivery delays affected production
PO11490,SUP1391,Apex Technologies,2025-05-16,2025-06-01,,Cancelled,condiments - industrial grade,87.0,21018.76,1828632.12,0.18,329153.78,2157785.9,INR,,Net 30,Rail,Amit Patel,4.15,3.1,4.5,4.5,4.13,4.54,4.27,"High quality products, reliable supplier"
PO11491,SUP1101,National Pvt Ltd,2025-03-03,2025-03-10,2025-03-11,Completed,Supply of packaging machines,209.0,10539.87,2202832.83,0.18,396509.91,2599342.74,INR,No,Net 60,Rail,Kavita Joshi,3.34,1.3,3.7,5.1,3.44,3.84,3.54,Late delivery impacted schedule
PO11492,SUP1285,Phoenix Systems,2025-10-30,2025-11-09,,Pending,Standard order: resins,187.0,22259.26,4162481.62,0.18,749246.69,4911728.31,INR,,Net 60,Road Transport,Pooja Kapoor,4.02,5.3,3.8,2.3,3.82,3.7,3.85,Some quality concerns
PO11493,SUP1248,Advanced Company,2024-12-08,2024-12-28,2024-12-25,Delivered,Supply of scaffolding,414.0,22373.96,9262819.44,0.18,1667307.5,10930126.94,INR,Yes,Net 90,Rail,Nikhil Shah,4.36,2.0,3.2,6.0,4.91,4.69,4.65,Exceeds quality standards
PO11494,SUP1108,Continental Group,2025-01-25,2025-02-01,2025-02-09,Delivered,Bulk order of bricks,133.0,26160.36,3479327.88,0.18,626279.02,4105606.9,INR,No,Net 30,Express Courier,Meera Iyer,3.38,1.8,2.3,6.0,2.46,4.07,3.3,Quality control issues
PO11495,SUP1384,Alpha Group,2025-10-26,2025-11-01,2025-11-07,Completed,Standard order: sensors,237.0,47469.91,11250368.67,0.18,2025066.36,13275435.03,INR,No,Due on Receipt,Express Courier,Kavita Joshi,3.83,4.2,1.3,6.5,2.34,4.76,3.64,Delivery delays affected production
PO11496,SUP1387,Global Limited,2024-12-01,2024-12-07,,Pending,Bulk order of resins,114.0,27160.14,3096255.96,0.18,557326.07,3653582.03,INR,,Net 45,Rail,Vikram Singh,4.96,4.4,4.2,4.8,3.63,2.98,3.86,Quality issues noted on inspection
PO11497,SUP1002,Heritage Company,2025-04-12,2025-04-18,,Cancelled,bed linens - industrial grade,179.0,19113.39,3421296.81,0.18,615833.43,4037130.24,INR,,Net 15,Sea Freight,Arjun Mehta,4.34,2.3,3.8,2.3,3.08,3.86,3.76,Delayed shipment
PO11498,SUP1397,Omega Industries,2025-06-28,2025-07-12,,Cancelled,synthetic fibers - industrial grade,351.0,32303.25,11338440.75,0.18,2040919.33,13379360.08,INR,,Net 45,Air Freight,Amit Patel,4.56,4.1,1.2,3.9,3.25,4.95,4.25,Exceeds quality standards
PO11499,SUP1031,Pinnacle Exports,2025-02-19,2025-03-01,2025-03-04,Delivered,Supply of sauces,144.0,3822.91,550499.04,0.18,99089.83,649588.87,INR,No,Net 15,Express Courier,Meera Iyer,2.78,2.2,2.1,6.5,2.36,3.47,2.87,Delivery delays affected production
PO11500,SUP1280,Pinnacle Group,2025-08-29,2025-09-07,2025-09-10,Delivered,ointments - industrial grade,68.0,47340.24,3219136.32,0.18,579444.54,3798580.86,INR,No,Net 90,Express Courier,Kavita Joshi,4.16,1.7,1.8,3.3,2.45,4.94,3.85,Delivery delays affected production
PO11501,SUP1155,National Exports,2024-12-25,2025-01-04,2025-01-03,Delivered,fertilizers - industrial grade,292.0,29405.93,8586531.56,0.18,1545575.68,10132107.24,INR,Yes,Net 60,Sea Freight,Vikram Singh,4.24,1.8,2.9,6.3,4.56,4.91,4.57,Excellent quality and timely delivery
PO11502,SUP1361,Alpha Products,2025-11-15,2025-11-20,,Pending,coatings for production,495.0,22256.86,11017145.7,0.18,1983086.23,13000231.93,INR,,Net 30,Road Transport,Arjun Mehta,3.37,2.0,1.2,3.6,4.01,3.81,3.73,Product quality inconsistent
PO11503,SUP1301,Stellar Group,2025-08-05,2025-08-14,,Pending,Procurement of semiconductors,239.0,18331.21,4381159.19,0.18,788608.65,5169767.84,INR,,Net 30,Sea Freight,Kavita Joshi,3.43,3.4,3.6,7.0,4.36,4.46,4.08,"High quality products, reliable supplier"
PO11504,SUP1372,Omega Products,2025-02-25,2025-03-16,2025-03-22,Completed,Procurement of coatings,155.0,41891.71,6493215.05,0.18,1168778.71,7661993.76,INR,No,Net 15,Road Transport,Anita Desai,4.13,4.6,2.2,2.8,3.16,4.01,3.77,Some quality concerns
PO11505,SUP1333,Universal Associates,2025-06-12,2025-06-27,,Pending,Supply of power supplies,27.0,1009.1,27245.7,0.18,4904.23,32149.93,INR,,Net 45,Express Courier,Rajesh Kumar,4.23,2.6,1.0,2.5,3.14,3.62,3.66,Quality control issues
PO11506,SUP1097,Innovative Works,2025-10-14,2025-11-01,,Cancelled,apparel fabrics for production,314.0,42187.48,13246868.72,0.18,2384436.37,15631305.09,INR,,Net 30,Road Transport,Arjun Mehta,4.66,2.9,2.9,4.1,3.1,4.78,4.18,Consistently meets expectations
PO11507,SUP1269,Zenith Manufacturing,2025-10-31,2025-11-20,,Pending,Order for welding machines,444.0,11542.97,5125078.68,0.18,922514.16,6047592.84,INR,,Net 60,Road Transport,Amit Patel,4.06,4.9,3.1,5.1,3.67,4.36,4.03,Quality products delivered on time
PO11508,SUP1062,Modern Works,2025-01-13,2025-01-30,2025-02-03,Delivered,industrial chemicals for production,24.0,18177.33,436255.92,0.18,78526.07,514781.99,INR,No,Net 15,Road Transport,Meera Iyer,3.4,3.6,1.2,4.0,3.89,4.87,4.05,Excellent quality and timely delivery
PO11509,SUP1410,Horizon Works,2025-04-21,2025-05-05,2025-05-14,Delivered,Supply of herbicides,182.0,6457.72,1175305.04,0.18,211554.91,1386859.95,INR,No,Net 30,Road Transport,Meera Iyer,3.37,1.9,4.0,4.7,3.64,4.79,3.93,Delivery delays affected production
PO11510,SUP1462,Summit Technologies,2025-03-04,2025-03-12,2025-03-18,Delivered,Purchase of construction machinery,464.0,40454.99,18771115.36,0.18,3378800.76,22149916.12,INR,No,Net 90,Road Transport,Vikram Singh,3.71,2.5,2.4,4.3,3.25,3.18,3.38,Quality control issues
PO11511,SUP1308,Stellar Limited,2024-11-25,2024-12-08,,Cancelled,bed linens for production,489.0,43547.9,21294923.1,0.18,3833086.16,25128009.26,INR,,Net 90,Rail,Sanjay Gupta,3.11,2.2,3.2,5.6,3.22,3.6,3.31,Needs improvement in delivery time
PO11512,SUP1137,International Manufacturing,2025-03-21,2025-03-31,,Pending,Order for motherboards,301.0,27065.33,8146664.33,0.18,1466399.58,9613063.91,INR,,Net 45,Rail,Nikhil Shah,3.3,2.8,3.1,4.3,3.36,2.76,3.14,Late delivery impacted schedule
PO11513,SUP1155,National Exports,2025-01-22,2025-01-27,2025-01-29,Completed,Supply of herbicides,48.0,27434.98,1316879.04,0.18,237038.23,1553917.27,INR,No,Net 90,Express Courier,Rahul Verma,4.46,1.8,2.3,6.1,3.7,4.78,4.31,"Smooth transaction, good quality"
PO11514,SUP1103,Alpha Technologies,2025-03-20,2025-03-27,,Pending,Order for injections,341.0,10948.64,3733486.24,0.18,672027.52,4405513.76,INR,,Net 90,Rail,Priya Sharma,3.43,2.5,1.3,6.0,3.09,4.06,3.53,Delivery delays affected production
PO11515,SUP1080,Advanced Products,2024-12-09,2024-12-21,,Cancelled,Procurement of upholstery fabrics,338.0,22451.37,7588563.06,0.18,1365941.35,8954504.41,INR,,Net 15,Road Transport,Deepika Nair,3.49,4.5,3.1,4.6,3.57,2.99,3.35,Needs improvement in delivery time
PO11516,SUP1402,Sigma Exports,2025-09-19,2025-10-01,2025-09-30,Delivered,Purchase of bearings,177.0,46264.51,8188818.27,0.18,1473987.29,9662805.56,INR,Yes,Due on Receipt,Air Freight,Rohan Das,4.34,2.1,1.8,1.9,4.9,3.69,4.31,"Smooth transaction, good quality"
PO11517,SUP1435,Vertex Supplies,2025-11-04,2025-11-23,,Pending,Bulk order of circuit boards,449.0,2590.6,1163179.4,0.18,209372.29,1372551.69,INR,,Net 45,Road Transport,Vikram Singh,4.59,2.1,4.1,2.9,4.42,4.61,4.54,"High quality products, reliable supplier"
PO11518,SUP1292,Stellar Traders,2025-10-28,2025-11-16,,Cancelled,Supply of paint,152.0,28536.5,4337548.0,0.18,780758.64,5118306.64,INR,,Net 90,Sea Freight,Sneha Reddy,3.91,3.6,2.3,4.7,3.53,2.66,3.37,Delivery delays affected production
PO11519,SUP1343,Innovative Supplies,2025-03-13,2025-03-31,,Cancelled,Order for vitamins,36.0,27670.14,996125.04,0.18,179302.51,1175427.55,INR,,Net 90,Sea Freight,Anita Desai,3.81,4.7,4.8,2.6,3.74,4.78,4.11,Dependable and quality-focused
PO11520,SUP1176,Summit Exports,2025-06-02,2025-06-08,,Cancelled,Procurement of suspension parts,78.0,26844.09,2093839.02,0.18,376891.02,2470730.04,INR,,Due on Receipt,Express Courier,Meera Iyer,3.86,4.3,2.1,6.5,4.03,4.61,4.17,Good communication and service
PO11521,SUP1104,Advanced Products,2025-09-08,2025-09-22,2025-09-19,Delivered,Standard order: knitted goods,279.0,13740.29,3833540.91,0.18,690037.36,4523578.27,INR,Yes,Net 30,Express Courier,Vikram Singh,4.6,3.0,2.6,5.6,4.34,3.57,4.17,Consistently meets expectations
PO11522,SUP1101,National Pvt Ltd,2025-05-12,2025-05-27,2025-06-04,Completed,presses - industrial grade,9.0,39950.6,359555.4,0.18,64719.97,424275.37,INR,No,Net 15,Road Transport,Pooja Kapoor,4.13,1.2,3.7,4.8,3.72,3.96,3.94,Product quality inconsistent
PO11523,SUP1214,Modern Works,2025-04-09,2025-04-23,,Cancelled,Supply of syrups,115.0,1201.71,138196.65,0.18,24875.4,163072.05,INR,,Net 15,Rail,Nikhil Shah,3.44,2.8,4.2,5.6,4.4,3.82,3.89,Delayed shipment
PO11524,SUP1034,Premier Technologies,2025-10-12,2025-11-01,,Cancelled,Order for body panels,231.0,46558.35,10754978.85,0.18,1935896.19,12690875.04,INR,,Net 60,Express Courier,Sanjay Gupta,4.46,3.1,2.2,2.6,4.08,4.65,4.4,Dependable and quality-focused
PO11525,SUP1448,Summit Pvt Ltd,2025-03-05,2025-03-22,,Cancelled,Purchase of CNC machines,362.0,807.92,292467.04,0.18,52644.07,345111.11,INR,,Net 60,Road Transport,Kavita Joshi,4.55,2.5,4.2,6.5,3.05,3.6,3.73,Product quality inconsistent
PO11526,SUP1055,Paramount Products,2025-02-07,2025-02-15,,Cancelled,Bulk order of assembly line equipment,244.0,29300.01,7149202.44,0.18,1286856.44,8436058.88,INR,,Due on Receipt,Road Transport,Deepika Nair,4.26,4.1,1.8,3.3,3.11,4.84,4.07,Reliable partner for our needs
